Rk,Name,Tm,Lg,PA,HR,RBI,SB,BA,OPS,G,GS,Rtot,Pos Summary,rOBA,WAR
580,Koyie Hill#,CHC,NL,284,2,24,0,0.237,0.636,11,0,,P,0.416,2.6
581,Rich Hill*,BAL,AL,8,0,1,0,0.125,0.25,1,1,-1,OF,0.329,0.3
582,Shawn Hill,SDP,NL,4,0,0,0,0,0,9,8,0,OF,0.29,0.1
583,Mike Hinckley,WSN,NL,1,0,0,0,0,0,15,0,,P,0.048,2.3
584,Alex Hinshaw*,SFG,NL,0,0,0,0,,,34,34,,P,0.116,3.3
585,Eric Hinske*,TOT,MLB,224,8,25,1,0.242,0.78,88,66,5,OF,0.37,
586,Eric Hinske*,PIT,NL,126,1,11,0,0.255,0.741,39,13,,P,0.195,0.2
587,Eric Hinske*,NYY,AL,98,7,14,1,0.226,0.828,11,5,2,2B-1B-OF,0.119,-0.2
588,Luke Hochevar,KCR,AL,5,0,0,0,0,0,32,25,,P,0.209,0
589,Trevor Hoffman,MIL,NL,0,0,0,0,,,26,26,,P,0.435,0.2
590,Jamie Hoffmann,LAD,NL,24,1,7,0,0.182,0.576,57,41,-5,OF,0.205,0.5
591,Jarrett Hoffpauir,STL,NL,16,0,2,0,0.25,0.854,40,0,,P,0,0
592,Micah Hoffpauir*,CHC,NL,257,10,35,1,0.239,0.727,24,13,-1,OF-3B-1B-2B,0.342,-0.3
593,Derek Holland#,TEX,AL,6,0,0,0,0,0,158,155,5,OF,0,-0.2
594,Matt Holliday,TOT,MLB,670,24,109,14,0.313,0.909,133,131,-4,C,0.225,
595,Matt Holliday,OAK,AL,400,11,54,12,0.286,0.831,95,90,5,2B,0.11,-0.4
596,Matt Holliday,STL,NL,270,13,55,2,0.353,1.023,9,2,,P,0.187,
597,Steve Holm,SFG,NL,9,0,0,0,0.286,0.73,129,127,-14,3B-2B-OF-1B,0,0.1
598,Paul Hoover,PHI,NL,4,0,1,0,0.75,1.5,1,0,,P,0.401,4.9
599,Ryan Howard*,PHI,NL,703,45,141,8,0.279,0.931,32,0,,P,0,0.1
600,J.P. Howell*,TBR,AL,0,0,0,0,,,37,0,,P,0.156,3.1
601,Bob Howry*,SFG,NL,3,0,0,0,0,0,96,76,-4,3B-2B-SS-OF,0.233,0
602,Chin-lung Hu,LAD,NL,6,0,2,0,0.4,0.933,31,30,,P,0.35,1.1
603,Justin Huber,MIN,AL,2,0,0,0,0.5,1,11,1,,P,0.386,
604,Orlando Hudson#,LAD,NL,631,9,62,8,0.283,0.774,17,0,,P,0.2,0
605,Tim Hudson,ATL,NL,15,1,2,0,0.333,1.012,144,143,14,2B,0.368,0
606,Aubrey Huff*,TOT,AL,597,15,85,0,0.241,0.694,10,0,,P,0.354,0
607,Aubrey Huff*,BAL,AL,480,13,72,0,0.253,0.725,134,133,3,1B,0.386,-0.1
608,Aubrey Huff*,DET,AL,117,2,13,0,0.189,0.567,5,0,,P,0.334,
609,David Huff#,CLE,AL,4,0,0,0,0,0,2,2,,P,0.102,0
610,Phil Hughes,NYY,AL,0,0,0,0,,,114,100,10,1B,0,6
611,Tug Hulett*,KCR,AL,19,0,1,0,0.111,0.269,54,42,-8,1B-OF,0.272,
612,Nick Hundley,SDP,NL,289,8,30,5,0.238,0.719,40,25,-5,C-3B,0.268,2.1
613,Torii Hunter,LAA,AL,506,22,90,18,0.299,0.873,139,134,5,3B,0.351,0
614,Chris Iannetta,COL,NL,350,16,52,0,0.228,0.804,58,53,2,OF,0.223,0
615,Raul Ibanez*,PHI,NL,565,34,93,4,0.272,0.899,35,0,,P,0.348,1.2
616,Omar Infante,ATL,NL,229,2,27,2,0.305,0.75,21,20,,P,0.358,-0.2
617,Brandon Inge,DET,AL,637,27,84,2,0.23,0.72,27,27,,P,0.336,-0.2
618,Joe Inglett*,TOR,AL,99,0,6,3,0.281,0.695,25,19,,P,0.373,1.4
619,Hernan Iribarren*,MIL,NL,14,0,1,0,0.231,0.67,135,123,11,C-1B,0.288,3.5
620,Travis Ishikawa*,SFG,NL,363,9,39,2,0.261,0.715,6,0,,P,0.117,0
621,Jason Isringhausen,TBR,AL,0,0,0,0,,,36,30,4,OF,0.309,0
622,Akinori Iwamura*,TBR,AL,260,1,22,9,0.29,0.745,33,33,,P,0.132,-0.1
623,Cesar Izturis#,BAL,AL,412,2,30,12,0.256,0.622,49,49,0,OF-1B,0.258,0
624,Maicer Izturis#,LAA,AL,437,8,65,13,0.3,0.794,12,7,2,1B-3B,0.163,1.5
625,Conor Jackson,ARI,NL,110,1,14,5,0.182,0.516,148,147,-16,1B,0.359,
626,Edwin Jackson,DET,AL,4,0,0,0,0,0,146,142,10,3B,0.19,0.2
627,Steven Jackson,PIT,NL,1,0,0,0,0,0,45,26,2,C-1B,0.312,0.1
628,Mike Jacobs*,KCR,AL,478,19,61,0,0.228,0.698,10,10,,P,0.319,0.5
629,Chris Jakubauskas*,SEA,AL,2,0,0,0,0,0,38,0,,P,0.307,0.1
630,Paul Janish,CIN,NL,292,1,16,2,0.211,0.601,67,0,,P,0.323,2.2
631,Casey Janssen,TOR,AL,2,0,0,0,0,0,9,9,,P,0.297,2.4
632,Jason Jaramillo#,PIT,NL,224,3,26,1,0.252,0.673,5,0,,P,0.164,0.1
633,Bobby Jenks,CHW,AL,0,0,0,0,,,154,154,-20,OF-1B,0.321,-0.2
634,Jason Jennings*,TEX,AL,1,0,0,0,0,0,34,34,,P,0,0
635,Kevin Jepsen,LAA,AL,0,0,0,0,,,139,139,2,1B,0.279,0
636,Derek Jeter,NYY,AL,716,18,66,30,0.334,0.871,11,11,,P,0.387,-0.1
637,Ubaldo Jiménez,COL,NL,77,0,2,0,0.22,0.513,3,2,,P,0.108,0
638,Waldis Joaquin,SFG,NL,0,0,0,0,,,5,0,,P,0.183,1.9
639,Kenji Johjima,SEA,AL,258,9,22,2,0.247,0.702,32,32,,P,0.381,0.1
640,Chris Johnson,HOU,NL,23,0,1,0,0.091,0.221,83,69,3,OF,0.366,5.4
641,Jim Johnson,BAL,AL,0,0,0,0,,,47,0,,P,0.408,0.1
642,Josh Johnson*,FLA,NL,77,3,10,0,0.194,0.62,1,1,,P,0.243,
643,Kelly Johnson*,ATL,NL,346,8,29,7,0.224,0.692,67,0,,P,0,0
644,Nick Johnson*,TOT,NL,574,8,62,2,0.291,0.831,42,26,-1,2B-OF-SS-3B,0.274,-0.1
645,Nick Johnson*,WSN,NL,424,6,44,2,0.295,0.81,27,27,,P,0.817,1.3
646,Nick Johnson*,FLA,NL,150,2,18,0,0.279,0.89,32,32,,P,0.383,0
647,Randy Johnson,SFG,NL,28,0,0,0,0.077,0.188,19,0,,P,0.3,
648,Reed Johnson,CHC,NL,186,4,22,2,0.255,0.742,55,55,-5,OF,0,0
649,Rob Johnson,SEA,AL,290,2,27,1,0.213,0.615,54,0,,P,0.315,-0.1
650,Adam Jones,BAL,AL,519,19,70,10,0.277,0.792,57,0,,P,0.441,-0.4
651,Andruw Jones,TEX,AL,331,17,43,5,0.214,0.782,29,24,,P,0.358,0.1
652,Brandon Jones*,ATL,NL,17,0,1,0,0.308,0.778,2,2,,P,0.327,0
653,Chipper Jones#,ATL,NL,596,18,71,4,0.264,0.818,2,0,,P,0.329,3.9
654,Garrett Jones*,PIT,NL,358,21,44,10,0.293,0.938,7,5,0,C-2B,0.325,0
655,Mitch Jones,LAD,NL,15,0,0,0,0.308,0.785,20,0,,P,,0
656,Matt Joyce*,TBR,AL,37,3,7,1,0.188,0.77,23,22,,P,0.376,-0.1
657,Jorge Julio,MIL,NL,1,0,0,0,0,0,155,147,8,1B,0,
658,Jair Jurrjens,ATL,NL,80,0,4,0,0.123,0.373,151,150,20,3B,0,
659,Gabe Kapler,TBR,AL,238,8,32,5,0.239,0.768,34,34,,P,0,-0.2
660,Jeff Karstens,PIT,NL,26,0,0,0,0.045,0.205,4,0,,P,0.099,0
661,Matt Kata#,HOU,NL,52,0,5,1,0.2,0.432,144,142,5,2B,0.379,0.2
662,Kenshin Kawakami,ATL,NL,49,0,0,0,0.098,0.257,14,0,0,P-OF,0.135,2.1
663,Austin Kearns,WSN,NL,211,3,17,1,0.195,0.641,152,151,-2,2B-1B,0.312,7
664,Don Kelly*,DET,AL,62,0,3,1,0.25,0.651,7,5,,P,0,0.1
665,Matt Kemp,LAD,NL,667,26,101,34,0.297,0.842,8,2,,P,0.287,0
666,Jason Kendall,MIL,NL,526,2,43,7,0.241,0.636,43,28,3,3B-1B-2B-P,0.375,3.3
667,Howie Kendrick,LAA,AL,400,10,61,11,0.291,0.778,18,6,,P,0.357,0
668,Kyle Kendrick,PHI,NL,9,0,0,0,0.25,0.5,34,34,,P,0.367,2.1
669,Adam Kennedy*,OAK,AL,587,11,63,20,0.289,0.758,75,0,,P,0.352,-0.1
670,Logan Kensing,TOT,NL,2,0,0,0,0,0,107,105,-6,3B,0,-0.1
671,Logan Kensing,FLA,NL,0,0,0,0,,,30,19,1,SS-3B-2B,0,-0.4
672,Logan Kensing,WSN,NL,2,0,0,0,0,0,134,122,6,OF,0,
673,Bobby Keppel,MIN,AL,1,0,0,0,,,80,62,-17,SS-2B,0,0.5
674,Jeff Keppinger,HOU,NL,344,7,29,0,0.256,0.707,65,0,,P,0.328,0
675,Clayton Kershaw*,LAD,NL,59,0,2,0,0.104,0.261,57,0,,P,0.359,0
676,Josh Kinney,STL,NL,1,0,0,0,0,0,30,15,0,OF,0.219,-0.5
677,Ian Kinsler,TEX,AL,640,31,86,31,0.253,0.814,13,0,,P,0.308,1.3
678,Paul Konerko,CHW,AL,621,28,88,1,0.277,0.842,79,0,,P,0.318,-0.4
679,Bobby Korecky,ARI,NL,0,0,0,0,,,57,0,,P,0.202,0
680,John Koronka*,FLA,NL,2,0,0,0,0,0,31,31,,P,0.331,0
681,Casey Kotchman*,TOT,MLB,431,7,48,1,0.268,0.721,123,93,8,OF,0.076,-0.2
682,Casey Kotchman*,ATL,NL,336,6,41,0,0.282,0.764,15,15,,P,0.266,
683,Casey Kotchman*,BOS,AL,95,1,7,1,0.218,0.572,7,7,,P,0.267,0
684,Mark Kotsay*,TOT,AL,206,4,23,3,0.278,0.717,11,5,,P,0.265,0
685,Mark Kotsay*,BOS,AL,79,1,5,2,0.257,0.615,3,0,,P,0,-0.4
686,Mark Kotsay*,CHW,AL,127,3,18,1,0.292,0.783,2,1,0,SS,0,0.6
687,George Kottaras*,BOS,AL,107,1,10,0,0.237,0.696,161,160,7,OF,0,-0.1
688,Kevin Kouzmanoff,SDP,NL,573,18,88,1,0.255,0.722,79,0,,P,0.082,0.1
689,Jason Kubel*,MIN,AL,578,28,103,1,0.3,0.907,33,33,,P,0,
690,Hung-Chih Kuo*,LAD,NL,0,0,0,0,,,10,0,,P,0.411,0
691,Hiroki Kuroda,LAD,NL,39,0,0,0,0.143,0.343,55,9,0,P-OF,0.156,-0.1
692,John Lackey,LAA,AL,9,0,1,0,0.125,0.25,21,20,5,C,0.156,2.9
693,Aaron Laffey*,CLE,AL,0,0,0,0,,,45,43,-2,1B,0.075,0
694,Gerald Laird,DET,AL,477,4,33,5,0.225,0.626,21,0,,P,0.072,0
695,Ryan Langerhans*,SEA,AL,122,3,10,0,0.218,0.697,8,0,,P,0.332,
696,John Lannan*,WSN,NL,65,0,0,0,0.155,0.356,15,15,,P,0.314,0.2
697,Matt LaPorta,CLE,AL,198,7,21,2,0.254,0.75,137,133,-1,C-3B,0.273,0.3
698,Jeff Larish*,DET,AL,90,4,7,0,0.216,0.79,2,0,,P,0.346,-0.5
699,Adam LaRoche*,TOT,MLB,629,25,83,2,0.277,0.843,15,0,,P,0.294,
700,Adam LaRoche*,TOT,NL,610,24,80,2,0.278,0.844,25,23,3,OF,0.242,
701,Adam LaRoche*,PIT,NL,368,12,40,2,0.247,0.77,9,5,,P,0.373,0.1
702,Adam LaRoche*,BOS,AL,19,1,3,0,0.263,0.789,9,9,,P,0.285,2.4
703,Adam LaRoche*,ATL,NL,242,12,40,0,0.325,0.957,12,11,-3,SS-2B,0.303,0
704,Andy LaRoche,PIT,NL,590,12,64,3,0.258,0.731,150,148,-7,C-1B,0.366,0
705,Jason LaRue,STL,NL,112,2,6,1,0.24,0.615,15,15,,P,0.342,-0.2
706,Mat Latos,SDP,NL,21,0,0,0,0.053,0.105,74,0,,P,0.385,0.1
707,Brent Leach*,LAD,NL,0,0,0,0,,,42,16,,P,0.352,-0.1
708,Brandon League,TOR,AL,0,0,0,0,,,24,2,,P,0.335,-0.6
709,Wade LeBlanc*,SDP,NL,17,0,0,0,0.077,0.22,79,78,-3,C,0.379,3.6
710,Wil Ledezma*,WSN,NL,0,0,0,0,,,5,0,,P,0.373,0.2
711,Carlos Lee,HOU,NL,662,26,102,5,0.3,0.831,130,127,1,2B,0,0
712,Cliff Lee*,TOT,MLB,41,0,1,0,0.184,0.442,12,12,,P,0.349,0
713,Cliff Lee*,CLE,AL,8,0,0,0,0,0.167,91,80,-24,OF,0,0
714,Cliff Lee*,PHI,NL,33,0,1,0,0.212,0.485,8,8,,P,0,0.9
715,Derrek Lee,CHC,NL,615,35,111,1,0.306,0.972,109,105,2,C,0.148,0.1
716,Justin Lehr,CIN,NL,28,0,1,0,0.091,0.267,36,21,0,OF,0.293,2.7
717,Chris Leroux*,FLA,NL,0,0,0,0,,,30,10,-2,OF,0.305,0.4
718,Jon Lester*,BOS,AL,5,0,0,0,0,0,52,47,0,OF,0,0
719,Fred Lewis*,SFG,NL,336,4,20,8,0.258,0.738,24,17,1,2B-3B-SS,0.189,-0.1
720,Jensen Lewis,CLE,AL,1,0,0,0,0,0,17,17,,P,0,
721,Brad Lidge,PHI,NL,0,0,0,0,,,127,124,-2,C,0.204,7.8
722,Brent Lillibridge,CHW,AL,112,0,3,6,0.158,0.452,17,17,,P,0.058,0.7
723,Ted Lilly*,CHC,NL,64,0,2,0,0.088,0.259,66,0,,P,0.058,-0.2
724,Tim Lincecum*,SFG,NL,86,0,3,0,0.152,0.386,41,2,,P,0,-0.1
725,Mike Lincoln,CIN,NL,2,0,0,0,0,0,3,0,1,2B-OF,0.329,0.4
726,Adam Lind*,TOR,AL,654,35,114,1,0.305,0.932,7,0,,P,0.35,0.1
727,Matt Lindstrom,FLA,NL,0,0,0,0,,,108,108,-1,OF,0.338,3.2
728,Scott Linebrink,CHW,AL,0,0,0,0,,,6,6,,P,0.248,-0.1
729,Francisco Liriano*,MIN,AL,6,0,0,0,0,0,36,22,-1,OF,0.318,0
730,Jose Lobatón#,SDP,NL,17,0,0,0,0.176,0.353,45,4,,P,0.377,-0.1
731,Boone Logan,ATL,NL,0,0,0,0,,,52,35,4,SS-3B-2B-OF,0.102,0
732,Kyle Lohse,STL,NL,45,0,2,0,0.216,0.491,91,82,-9,3B-2B-1B-OF,0.272,
733,James Loney*,LAD,NL,652,13,90,7,0.281,0.756,129,126,0,OF,0.062,2.3
734,Evan Longoria,TBR,AL,671,33,113,9,0.281,0.889,23,23,,P,0,0
735,Braden Looper,MIL,NL,73,0,8,0,0.2,0.426,61,0,,P,0.114,-0.3
736,Arturo Lopez*,SDP,NL,0,0,0,0,,,37,4,,P,0.294,-0.2
737,Felipe Lopez#,TOT,NL,680,9,57,6,0.31,0.81,41,0,,P,0.284,0.4
738,Felipe Lopez#,ARI,NL,383,6,25,6,0.301,0.775,13,0,,P,0.326,1.3
739,Felipe Lopez#,MIL,NL,297,3,32,0,0.32,0.855,6,0,,P,0.33,3.4
740,Javier López*,BOS,AL,0,0,0,0,,,1,0,,P,0.15,0
741,Jose Lopez,SEA,AL,653,25,96,3,0.272,0.766,64,0,,P,0.188,0
742,Rodrigo Lopez,PHI,NL,9,0,0,0,0,0,12,0,,P,0.265,-0.2
743,Wilton Lopez,HOU,NL,5,0,0,0,0,0,71,0,,P,0,0
744,Mark Loretta,LAD,NL,204,0,25,1,0.232,0.585,45,18,-5,OF,0.272,0
745,Derek Lowe,ATL,NL,70,0,1,0,0.222,0.498,11,0,,P,0.315,
746,Mark Lowe*,SEA,AL,0,0,0,0,,,4,1,-1,1B,0,
747,Mike Lowell,BOS,AL,484,17,75,2,0.29,0.811,71,0,,P,0.086,0
748,Jed Lowrie#,BOS,AL,76,2,11,0,0.147,0.475,45,31,0,2B-SS-3B,0.457,
749,Ryan Ludwick,STL,NL,542,22,97,4,0.265,0.775,50,46,-3,1B-3B,0.31,0
750,Julio Lugo,TOT,MLB,293,3,21,9,0.28,0.756,61,61,-11,OF,0,-0.4
751,Julio Lugo,BOS,AL,123,1,8,3,0.284,0.719,20,14,,P,0.336,0
752,Julio Lugo,STL,NL,170,2,13,6,0.277,0.784,32,28,2,C,0.22,0
753,Brandon Lyon,DET,AL,0,0,0,0,,,44,0,,P,0,0
754,Mike MacDougal#,TOT,MLB,0,0,0,0,,,70,0,,P,0.362,-1.8
755,Mike MacDougal#,WSN,NL,0,0,0,0,,,2,2,,P,0.282,-0.7
756,Drew Macias*,SDP,NL,90,1,7,0,0.197,0.638,31,31,,P,0.346,0.1
757,Ryan Madson*,PHI,NL,0,0,0,0,,,5,5,,P,0.253,-0.2
758,Ron Mahay*,TOT,AL,0,0,0,0,,,51,5,,P,0.179,0
759,Ron Mahay*,KCR,AL,0,0,0,0,,,8,1,0,1B,0,-0.1
760,Paul Maholm*,PIT,NL,67,1,2,0,0.069,0.253,26,7,,P,0.369,0
761,Mitch Maier*,KCR,AL,397,3,31,9,0.243,0.665,12,9,,P,0.219,0
762,John Maine,NYM,NL,29,0,2,0,0.148,0.296,28,15,,P,0.344,0
763,Matt Maloney*,CIN,NL,15,0,0,0,0.25,0.558,29,29,,P,0.129,-0.1
764,Robert Manuel,CIN,NL,0,0,0,0,,,30,28,-3,C,0.176,0
765,Tommy Manzella,HOU,NL,5,0,0,0,0.2,0.4,123,120,-7,C,0,0
766,Nick Markakis*,BAL,AL,711,18,101,6,0.293,0.801,51,42,2,C-1B-3B,0.204,0
767,Carlos Marmol,CHC,NL,0,0,0,0,,,138,136,11,C-1B,0.375,
768,Jason Marquis*,COL,NL,75,0,8,0,0.172,0.416,17,13,-1,OF,0.407,-0.2
769,Sean Marshall*,CHC,NL,15,0,2,0,0.231,0.516,22,16,4,OF,0.151,-0.4
770,Lou Marson,TOT,MLB,72,0,4,0,0.246,0.708,111,101,-6,C,0.299,0.2
771,Lou Marson,PHI,NL,20,0,0,0,0.235,0.644,6,5,0,C,0.114,-0.5
772,Lou Marson,CLE,AL,52,0,4,0,0.25,0.733,124,122,2,3B,0,-0.1
773,Andy Marte,CLE,AL,175,6,25,0,0.232,0.693,40,2,,P,0.323,3.2
774,J.D. Martin,WSN,NL,28,0,0,0,0.16,0.352,29,19,-2,C,0.174,-0.2
775,Russell Martin,LAD,NL,588,7,53,11,0.25,0.68,152,142,1,1B,0.091,-0.6
776,Carlos Martinez,FLA,NL,0,0,0,0,,,19,0,,P,0.155,3.3
777,Cristhian Martinez,FLA,NL,2,0,0,0,0,0,117,115,20,OF,0.022,0.1
778,Fernando Martinez*,NYM,NL,100,1,8,2,0.176,0.517,3,0,,P,0.367,-0.1
779,Joe Martinez*,SFG,NL,9,0,0,0,0.25,0.625,123,123,-1,1B,0.378,0
780,Pedro Martinez,PHI,NL,16,0,1,0,0.071,0.205,26,10,,P,0.037,0.5
781,Ramon Martinez,NYM,NL,44,0,4,1,0.167,0.396,14,7,3,1B-OF-3B,0.352,4.3
782,Victor Martinez#,TOT,AL,672,23,108,1,0.303,0.861,7,6,,P,0,0
783,Victor Martinez#,CLE,AL,435,15,67,0,0.284,0.832,18,18,,P,0,2.7
784,Victor Martinez#,BOS,AL,237,8,41,1,0.336,0.912,10,0,,P,0.3,
785,Shairon Martis,WSN,NL,27,0,2,0,0.208,0.458,3,0,,P,0.144,3.5
786,Nick Masset,CIN,NL,1,0,0,0,0,0,3,3,,P,0.144,0
787,Justin Masterson,TOT,AL,0,0,0,0,,,99,95,2,OF,0.373,0.4
788,Justin Masterson,BOS,AL,0,0,0,0,,,61,0,,P,0.141,0
789,Doug Mathis,TEX,AL,0,0,0,0,,,69,0,,P,0.335,-0.1
790,Jeff Mathis,LAA,AL,272,5,28,2,0.211,0.596,30,25,,P,0.378,
791,Osiris Matos,SFG,NL,1,0,1,0,1,2,87,0,,P,0.325,
792,Hideki Matsui*,NYY,AL,528,28,90,0,0.274,0.876,67,4,,P,0,
793,Kazuo Matsui#,HOU,NL,533,9,46,19,0.25,0.659,8,4,,P,0,-0.4
794,Daisuke Matsuzaka,BOS,AL,2,0,0,0,0,0,8,0,,P,0.119,0.1
795,Gary Matthews#,LAA,AL,360,4,50,4,0.25,0.697,128,124,1,1B-OF,0.358,0
796,Joe Mauer*,MIN,AL,606,28,96,4,0.365,1.031,112,104,12,OF,0.71,0.1
797,Justin Maxwell,WSN,NL,102,4,9,6,0.247,0.793,16,8,-2,OF,0.334,0
798,John Mayberry,PHI,NL,60,4,8,0,0.211,0.724,18,10,,P,0.144,0
799,Cameron Maybin,FLA,NL,199,4,13,1,0.25,0.727,6,6,0,OF,0.182,-0.1
800,Edwin Maysonet,HOU,NL,79,1,7,0,0.29,0.696,96,84,-9,C,0.131,0
801,Vin Mazzaro,OAK,AL,4,0,0,0,,,21,4,,P,0.318,
802,Brian McCann*,ATL,NL,551,21,94,4,0.281,0.834,70,0,,P,0,1.6
803,Brandon McCarthy,TEX,AL,4,0,0,0,0,0,113,105,-1,C,0.146,1.2
804,Kyle McClellan,STL,NL,3,0,0,0,0,0,2,2,1,OF,0.261,-0.1
805,Seth McClung*,MIL,NL,7,0,0,0,0,0,42,0,,P,0,0.1
806,Mike McCoy,COL,NL,6,0,0,2,0,0,36,0,,P,0,-0.1
807,Andrew McCutchen,PIT,NL,493,12,54,22,0.286,0.836,31,30,,P,0.245,3
808,Daniel McCutchen,PIT,NL,12,0,1,0,0.091,0.258,5,5,,P,0.087,-0.1
809,Darnell McDonald,CIN,NL,111,2,10,1,0.267,0.706,8,7,,P,0.246,0
810,James McDonald*,LAD,NL,10,0,0,0,0,0,71,65,-1,C,0.249,-0.4
811,John McDonald,TOR,AL,156,4,13,0,0.258,0.655,20,10,,P,0.347,-0.4
812,Casey McGehee,MIL,NL,394,16,66,0,0.301,0.859,81,72,4,2B-SS-3B-OF,0.303,0
813,Nate McLouth*,TOT,NL,591,20,70,19,0.256,0.788,85,70,14,OF,0.363,
814,Nate McLouth*,PIT,NL,195,9,34,7,0.256,0.819,31,31,,P,0.324,-0.1
815,Nate McLouth*,ATL,NL,396,11,36,12,0.257,0.773,11,10,,P,0.348,0
816,Gil Meche,KCR,AL,2,0,0,0,0,0,3,2,1,1B,0.333,0.1
817,Brandon Medders,SFG,NL,2,0,0,0,0,0,7,0,,P,0.183,0
818,Kris Medlen#,ATL,NL,13,0,0,0,0,0,1,0,,P,0,
819,Evan Meek,PIT,NL,0,0,0,0,,,68,0,,P,0.338,1.5
820,Mark Melancon,NYY,AL,0,0,0,0,,,78,0,,P,0.333,1
821,Cla Meredith,TOT,MLB,0,0,0,0,,,12,10,,P,0.364,-0.1
822,Cla Meredith,SDP,NL,0,0,0,0,,,18,15,0,OF,0.385,0
823,Dan Meyer,FLA,NL,2,0,0,0,0,0,18,6,,P,0.216,-0.3
824,Jason Michaels,HOU,NL,152,4,16,1,0.237,0.752,29,29,,P,0.315,
825,Kam Mickolio,BAL,AL,0,0,0,0,,,21,0,,P,0.369,0
826,Doug Mientkiewicz*,LAD,NL,20,0,3,0,0.333,0.789,91,68,3,2B-SS-3B,0.272,0
827,Jose Mijares*,MIN,AL,0,0,0,0,,,68,0,,P,0.459,0
828,Aaron Miles#,CHC,NL,170,0,5,3,0.185,0.466,63,1,,P,0.299,0
829,Kevin Millar,TOR,AL,283,7,29,0,0.223,0.674,103,97,-7,C,0,0.3
830,Lastings Milledge,TOT,NL,265,4,21,7,0.279,0.696,11,11,,P,0.343,0
831,Lastings Milledge,WSN,NL,26,0,1,1,0.167,0.397,31,11,,P,0.276,-0.5
832,Lastings Milledge,PIT,NL,239,4,20,6,0.291,0.729,104,102,-3,OF,0.232,0.1
833,Andrew Miller*,FLA,NL,26,0,0,0,0.083,0.167,22,18,4,2B-3B-OF,0.298,1.5
834,Corky Miller,TOT,MLB,111,1,15,0,0.189,0.548,3,3,,P,0.26,0
835,Corky Miller,CHW,AL,42,0,5,0,0.205,0.544,6,6,0,1B,0.384,0
836,Corky Miller,CIN,NL,69,1,10,0,0.179,0.549,23,13,,P,0.331,1.4
837,Justin Miller,SFG,NL,3,0,0,0,0,0,30,30,,P,0.404,0.1
838,Trever Miller,STL,NL,0,0,0,0,,,14,12,,P,0.421,-0.1
839,Brad Mills,TOR,AL,1,0,0,0,0,0,130,117,11,1B,0.405,0.8
840,Kevin Millwood,TEX,AL,2,0,0,0,0,0,75,0,,P,0,0.4
841,Eric Milton*,LAD,NL,11,0,0,0,0,0.111,7,2,-1,OF,,
842,Zach Miner,DET,AL,1,0,0,0,0,0,26,19,,P,0.466,0.7
843,Juan Miranda*,NYY,AL,9,1,3,0,0.333,1,13,3,-2,OF,0,0.2
844,Pat Misch,TOT,NL,17,0,0,0,0,0.133,26,25,,P,0.286,0
845,Pat Misch,SFG,NL,0,0,0,0,,,84,80,13,OF,0.318,0
846,Pat Misch,NYM,NL,17,0,0,0,0,0.133,6,0,0,C-1B,0.251,2.9
847,Garrett Mock#,WSN,NL,26,0,0,0,0.087,0.174,40,13,,P,0.063,0
848,Brian Moehler,HOU,NL,47,0,0,0,0.024,0.092,66,0,,P,0.284,-0.1
849,Chad Moeller,BAL,AL,100,2,10,0,0.258,0.751,45,7,,P,0.265,0.6
850,Bengie Molina,SFG,NL,520,20,80,0,0.265,0.727,68,8,,P,0.373,-0.6
851,José Molina,NYY,AL,155,1,11,0,0.217,0.56,6,0,,P,0.29,0
852,Yadier Molina,STL,NL,544,6,54,9,0.293,0.749,8,0,,P,0.141,4
853,Craig Monroe,PIT,NL,87,3,16,0,0.215,0.642,113,106,0,OF,0,0.1
854,Luis Montanez,BAL,AL,91,1,6,0,0.183,0.525,27,27,,P,0.144,0
855,Miguel Montero*,ARI,NL,470,16,59,1,0.294,0.832,8,5,1,OF,0.212,0
856,Adam Moore,SEA,AL,24,1,2,1,0.217,0.641,34,28,-3,OF-2B,0.361,0.2
857,Melvin Mora,BAL,AL,496,8,48,3,0.26,0.679,20,0,,P,0.396,-0.1
858,Franklin Morales*,COL,NL,5,0,1,0,0.4,0.8,4,2,0,OF,0,0
859,Jose Morales#,MIN,AL,134,0,7,0,0.311,0.742,23,17,,P,0.271,0
860,Kendrys Morales#,LAA,AL,622,34,108,3,0.306,0.924,77,63,1,C,0.203,0.2
861,Edwin Moreno,SDP,NL,0,0,0,0,,,33,33,,P,0.128,0.1
862,Nyjer Morgan*,TOT,NL,533,3,39,42,0.307,0.757,43,42,0,1B-OF,0.415,-0.3
863,Nyjer Morgan*,PIT,NL,321,2,27,18,0.277,0.707,16,16,,P,0.087,0.1
864,Nyjer Morgan*,WSN,NL,212,1,12,24,0.351,0.831,154,154,11,2B,0.454,0
865,Justin Morneau*,MIN,AL,590,30,100,0,0.274,0.878,31,31,,P,0,0.1
866,Brandon Morrow,SEA,AL,2,0,0,0,0,0,30,24,-1,C,0.206,-0.3
867,Mike Morse,WSN,NL,55,3,10,0,0.25,0.772,133,129,-11,1B,0,1.2
868,Clayton Mortensen,TOT,MLB,1,0,0,0,0,0,61,28,3,SS-3B-2B,0,0
869,Clayton Mortensen,STL,NL,1,0,0,0,0,0,40,15,-3,SS,0.318,0
870,Charlie Morton,PIT,NL,33,0,1,0,0.129,0.258,72,0,,P,0.339,-0.1
871,Brandon Moss*,PIT,NL,424,7,41,1,0.236,0.668,157,156,-4,OF,0.251,5.6
